"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.destination)).enc_rateps","attack"
"Icmp","2","70894","98","-1","-1","-1","1002097000","91","8918","98.0","0.5909090909090909","false"
"Udp","2","70894","171","-1","1900","-1","908607000","24","4192","174.0","0.15789473684210525","false"
"Udp","2","70894","175","-1","1900","-1","25513000","25","4367","174.0","0.16447368421052633","false"
"Udp","2","70894","92","-1","137","-1","349119000","22","2204","100.0","0.19130434782608696","false"
"Udp","2","70894","110","-1","137","-1","751403000","10","1496","149.0","0.07575757575757576","false"
"Udp","2","70894","110","-1","137","-1","95000","11","1606","146.0","0.08333333333333333","false"
"Udp","2","70894","110","-1","137","-1","69000","12","1716","143.0","0.09090909090909091","false"
"Udp","2","70894","175","-1","1900","-1","304766000","26","4542","174.0","0.17105263157894737","false"
"Udp","2","70894","92","-1","137","-1","239089000","23","2296","99.0","0.2","false"
"Udp","2","70894","110","-1","137","-1","161020000","24","2406","100.0","0.20869565217391303","false"
"Udp","2","70894","92","-1","137","-1","350001000","25","2498","99.0","0.21739130434782608","false"
"Icmp","2","70894","98","-1","-1","-1","1001096000","92","9016","98.0","0.5974025974025974","false"
"Icmp","2","70894","98","-1","-1","-1","1001087000","92","9016","98.0","0.5974025974025974","false"
"Udp","2","70894","175","-1","1900","-1","600406000","27","4717","174.0","0.17763157894736842","false"
"Udp","2","70894","165","-1","1900","-1","25226000","28","4882","174.0","0.18421052631578946","false"
"Udp","2","70894","342","-1","67","-1","4988573000","5","1410","282.0","0.03787878787878788","false"
"Udp","2","70894","165","-1","1900","-1","24894000","29","5047","174.0","0.19078947368421054","false"
"Udp","2","70894","165","-1","1900","-1","25018000","30","5212","173.0","0.19736842105263158","false"
"Udp","2","70894","110","-1","137","-1","91000","14","1936","138.0","0.10606060606060606","false"
"Udp","2","70894","110","-1","137","-1","75000","15","2046","136.0","0.11363636363636363","false"
"Udp","2","70894","110","-1","137","-1","75000","15","2046","136.0","0.11363636363636363","false"
"Udp","2","70894","165","-1","1900","-1","24971000","31","5377","173.0","0.20394736842105263","false"
"Udp","2","70894","165","-1","1900","-1","25116000","32","5542","173.0","0.21052631578947367","false"
"Udp","2","70894","165","-1","1900","-1","24942000","33","5707","172.0","0.21710526315789475","false"
"Udp","2","70894","92","-1","137","-1","238995000","26","2590","99.0","0.22608695652173913","false"
"Udp","2","70894","165","-1","1900","-1","25104000","34","5872","172.0","0.2236842105263158","false"
"Udp","2","70894","175","-1","1900","-1","24853000","35","6047","172.0","0.23026315789473684","false"
"Udp","2","70894","110","-1","137","-1","161011000","27","2700","100.0","0.23478260869565218","false"
"Udp","2","70894","175","-1","1900","-1","201418000","36","6222","172.0","0.23684210526315788","false"
"Udp","2","70894","175","-1","1900","-1","357971000","37","6397","172.0","0.24342105263157895","false"
"Udp","2","70894","175","-1","1900","-1","169000","38","6572","172.0","0.25","false"
